Provider	Pubish.with.IWGSC..Y.N.	run_accession	scientific_name	secondary_study_accession	High level variety	High level tissue	High level age	High level stress-disease	Variety	Tissue	Age	Stress-disease	Comments	DOI	Intermediate	Intermediate stress
M. Davey BCS	Y	Sample_171A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	fifth leaf blade night (-0.25h) 21:45	anthesis	none			leaf blades excl flag	NA
M. Davey BCS	Y	Sample_172A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf sheath	milk grain stage	none			flag leaf sheath	NA
M. Davey BCS	Y	Sample_173A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf sheath	milk grain stage	none			flag leaf sheath	NA
M. Davey BCS	Y	Sample_174A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf sheath	milk grain stage	none			flag leaf sheath	NA
M. Davey BCS	Y	Sample_175A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade	milk grain stage	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_176A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade	milk grain stage	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_177A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade	milk grain stage	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_178A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	shoot axis	milk grain stage	none			shoot axis	NA
M. Davey BCS	Y	Sample_179A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	shoot axis	milk grain stage	none			shoot axis	NA
M. Davey BCS	Y	Sample_180A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	shoot axis	milk grain stage	none			shoot axis	NA
M. Davey BCS	Y	Sample_181A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	fifth leaf blade (senescence)	milk grain stage	none			leaf blades excl flag	NA
M. Davey BCS	Y	Sample_182A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	fifth leaf blade (senescence)	milk grain stage	none			leaf blades excl flag	NA
M. Davey BCS	Y	Sample_183A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	fifth leaf blade (senescence)	milk grain stage	none			leaf blades excl flag	NA
M. Davey BCS	Y	Sample_184A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	peduncle	milk grain stage	none			peduncle	NA
M. Davey BCS	Y	Sample_185A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	peduncle	milk grain stage	none			peduncle	NA
M. Davey BCS	Y	Sample_186A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	peduncle	milk grain stage	none			peduncle	NA
M. Davey BCS	Y	Sample_188B	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	Internode #2	milk grain stage	none			internode	NA
M. Davey BCS	Y	Sample_189B	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	Internode #2	milk grain stage	none			internode	NA
M. Davey BCS	Y	Sample_190A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	awns	milk grain stage	none			awns	NA
M. Davey BCS	Y	Sample_191A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	awns	milk grain stage	none			awns	NA
M. Davey BCS	Y	Sample_192A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	awns	milk grain stage	none			awns	NA
M. Davey BCS	Y	Sample_193A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	glumes	milk grain stage	none			glumes	NA
M. Davey BCS	Y	Sample_194A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	glumes	milk grain stage	none			glumes	NA
M. Davey BCS	Y	Sample_195A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	glumes	milk grain stage	none			glumes	NA
M. Davey BCS	Y	Sample_196A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	lemma	milk grain stage	none			glumes	NA
M. Davey BCS	Y	Sample_197A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	lemma	milk grain stage	none			glumes	NA
M. Davey BCS	Y	Sample_198A	Triticum aestivum	Development	Azhurnaya	spike	reproductive	none	Azhurnaya	lemma	milk grain stage	none			glumes	NA
M. Davey BCS	Y	Sample_199A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	milk grain stage	none			grain milk and soft dough	NA
M. Davey BCS	Y	Sample_200A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	milk grain stage	none			grain milk and soft dough	NA
M. Davey BCS	Y	Sample_201A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	milk grain stage	none			grain milk and soft dough	NA
M. Davey BCS	Y	Sample_202A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade (senescence)	Dough	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_203A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade (senescence)	Dough	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_204A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade (senescence)	Dough	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_205A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Soft dough	none			grain milk and soft dough	NA
M. Davey BCS	Y	Sample_206A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Soft dough	none			grain milk and soft dough	NA
M. Davey BCS	Y	Sample_207A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Soft dough	none			grain milk and soft dough	NA
M. Davey BCS	Y	Sample_208A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Hard dough	none			grain hard dough and ripening	NA
M. Davey BCS	Y	Sample_209A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Hard dough	none			grain hard dough and ripening	NA
M. Davey BCS	Y	Sample_210A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Hard dough	none			grain hard dough and ripening	NA
M. Davey BCS	Y	Sample_211B	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	endosperm	Dough	none			endosperm	NA
M. Davey BCS	Y	Sample_212A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	endosperm	Dough	none			endosperm	NA
M. Davey BCS	Y	Sample_213A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	endosperm	Dough	none			endosperm	NA
M. Davey BCS	Y	Sample_214A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	embryo proper	Dough	none			embryo	NA
M. Davey BCS	Y	Sample_215A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	embryo proper	Dough	none			embryo	NA
M. Davey BCS	Y	Sample_216A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	embryo proper	Dough	none			embryo	NA
M. Davey BCS	Y	Sample_217B	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Ripening	none			grain hard dough and ripening	NA
M. Davey BCS	Y	Sample_218A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Ripening	none			grain hard dough and ripening	NA
M. Davey BCS	Y	Sample_219A	Triticum aestivum	Development	Azhurnaya	grain	reproductive	none	Azhurnaya	grain	Ripening	none			grain hard dough and ripening	NA
M. Davey BCS	Y	Sample_223B	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade (senescence)	Ripening	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_224A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade (senescence)	Ripening	none			flag leaf blade	NA
M. Davey BCS	Y	Sample_225A	Triticum aestivum	Development	Azhurnaya	leaves/shoots	reproductive	none	Azhurnaya	flag leaf blade (senescence)	Ripening	none			flag leaf blade	NA
B. Steuernagel	Y	Wulff_H000b	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H000d	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H000e	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H030a	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H030b	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H030e	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H180b	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H180c	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_H180d	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	none	Chinese Spring	leaf	three leaf stage	water			leaf excl flag leaf	No stress control
B. Steuernagel	Y	Wulff_C030a	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	chitin (1 g per liter)			leaf excl flag leaf	PAMP chitin
B. Steuernagel	Y	Wulff_C030c	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	chitin (1 g per liter)			leaf excl flag leaf	PAMP chitin
B. Steuernagel	Y	Wulff_C030e	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	chitin (1 g per liter)			leaf excl flag leaf	PAMP chitin
B. Steuernagel	Y	Wulff_C180b	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	chitin (1 g per liter)			leaf excl flag leaf	PAMP chitin
B. Steuernagel	Y	Wulff_C180c	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	chitin (1 g per liter)			leaf excl flag leaf	PAMP chitin
B. Steuernagel	Y	Wulff_C180d	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	chitin (1 g per liter)			leaf excl flag leaf	PAMP chitin
B. Steuernagel	Y	Wulff_F030c	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	flg22 (500 nM)			leaf excl flag leaf	PAMP flg22
B. Steuernagel	Y	Wulff_F030d	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	flg22 (500 nM)			leaf excl flag leaf	PAMP flg22
B. Steuernagel	Y	Wulff_F030e	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	flg22 (500 nM)			leaf excl flag leaf	PAMP flg22
B. Steuernagel	Y	Wulff_F180a	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	flg22 (500 nM)			leaf excl flag leaf	PAMP flg22
B. Steuernagel	Y	Wulff_F180b	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	flg22 (500 nM)			leaf excl flag leaf	PAMP flg22
B. Steuernagel	Y	Wulff_F180c	Triticum aestivum 	PAMP Triggered Imune Response	Chinese Spring	leaves/shoots	vegetative	disease	Chinese Spring	leaf	three leaf stage	flg22 (500 nM)			leaf excl flag leaf	PAMP flg22
Vijay Tiwari & Raju Datla	Y	DF4	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	spike	booting	none			spike	NA
Vijay Tiwari & Raju Datla	Y	DF5	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	spike	Ear emergence	none			spike	NA
Vijay Tiwari & Raju Datla	Y	DF6	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	rachis	Ear emergence	none			rachis	NA
Vijay Tiwari & Raju Datla	Y	DF18	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	spike	booting	none			spike	NA
Vijay Tiwari & Raju Datla	Y	DF19	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	spike	Ear emergence	none			spike	NA
Vijay Tiwari & Raju Datla	Y	DF20	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	rachis	Ear emergence	none			rachis	NA
Vijay Tiwari & Raju Datla	Y	DF7	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	ovary	Late anthesis	none			stigma & ovary	NA
Vijay Tiwari & Raju Datla	Y	DF8	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	ovary	Early anthesis	none			stigma & ovary	NA
Vijay Tiwari & Raju Datla	Y	DF21	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	ovary	Late anthesis	none			stigma & ovary	NA
Vijay Tiwari & Raju Datla	Y	DF22	Triticum aestivum	CS_spike	Chinese Spring	spike	reproductive	none	Chinese Spring	ovary	Early anthesis	none			stigma & ovary	NA
R appels	Y	Sample_C18BCACXX_D02.105.C.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D02.105.D.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D08.299.C.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D08.299.D.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.C.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.D.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_W.C.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_W.D.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D02.105.C.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D02.105.D.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D08.299.C.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D08.299.D.AR5	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.C.AR6	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.D.AR6	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_W.D.AR6	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D02.105.C.AR6	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D02.105.D.AR6	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D08.299.C.AR6	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D08.299.D.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.C.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.D.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_W.C.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_W.D.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D02.105.C.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D02.105.D.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_D08.299.C.AR8	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.C.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_K.D.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_W.C.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
R appels	Y	Sample_C18BCACXX_W.D.AR3	Triticum aestivum	developing spike	other	spike	reproductive	abiotic	WestoniaxKauz DH line	spike	Flag leaf stage	water stress early booting			spike	NA
